,Name,URL,ISIN,WKN,SymbolFinanzen.net,Country,Yahoo Ticker,Yahoo online
0,adidas,http://www.finanzen.net/aktien/adidas-Aktie,DE000A1EWWW0,A1EWWW,ADS,Deutschland,ADS.DE,True
1,Allianz,http://www.finanzen.net/aktien/Allianz-Aktie,DE0008404005,840400,ALV,Deutschland,ALV.DE,True
2,BASF,http://www.finanzen.net/aktien/BASF-Aktie,DE000BASF111,BASF11,BAS,Deutschland,BAS.DE,True
3,Bayer,http://www.finanzen.net/aktien/Bayer-Aktie,DE000BAY0017,BAY001,BAYN,Deutschland,BAYN.DE,True
4,Beiersdorf,http://www.finanzen.net/aktien/Beiersdorf-Aktie,DE0005200000,520000,BEI,Deutschland,BEI.DE,True
5,BMW,http://www.finanzen.net/aktien/BMW-Aktie,DE0005190003,519000,BMW,Deutschland,BMW.DE,True
6,Commerzbank,http://www.finanzen.net/aktien/Commerzbank-Aktie,DE000CBK1001,CBK100,CBK,Deutschland,CBK.DE,True
7,Continental,http://www.finanzen.net/aktien/Continental-Aktie,DE0005439004,543900,CON,Deutschland,CON.DE,True
8,Daimler,http://www.finanzen.net/aktien/Daimler-Aktie,DE0007100000,710000,DAI,Deutschland,DAI.DE,True
9,Deutsche Bank,http://www.finanzen.net/aktien/Deutsche_Bank-Aktie,DE0005140008,514000,DBK,Deutschland,DBK.DE,True
10,Deutsche Börse,http://www.finanzen.net/aktien/Deutsche_Boerse-Aktie,DE0005810055,581005,DB1,Deutschland,DB1.DE,True
11,Deutsche Post,http://www.finanzen.net/aktien/Deutsche_Post-Aktie,DE0005552004,555200,DPW,Deutschland,DPW.DE,True
12,Deutsche Telekom,http://www.finanzen.net/aktien/Deutsche_Telekom-Aktie,DE0005557508,555750,DTE,Deutschland,DTE.DE,True
13,E.ON,http://www.finanzen.net/aktien/eon-Aktie,DE000ENAG999,ENAG99,EON,Deutschland,EOAN.DE,True
14,Fresenius,http://www.finanzen.net/aktien/Fresenius-Aktie,DE0005785604,578560,FRE,Deutschland,FRE.DE,True
15,Fresenius Medical Care,http://www.finanzen.net/aktien/Fresenius_Medical_Care-Aktie,DE0005785802,578580,FME,Deutschland,FME.DE,True
16,HeidelbergCement,http://www.finanzen.net/aktien/HeidelbergCement-Aktie,DE0006047004,604700,HEI,Deutschland,HEI.DE,True
17,Henkel vz.,http://www.finanzen.net/aktien/Henkel_vz-Aktie,DE0006048432,604843,HEN3,Deutschland,HEN3.DE,True
18,Infineon,http://www.finanzen.net/aktien/Infineon-Aktie,DE0006231004,623100,IFX,Deutschland,IFX.DE,True
19,Linde,http://www.finanzen.net/aktien/Linde-Aktie,DE000A2E4L75,A2E4L7,,Deutschland,LIN.DE,True
20,Lufthansa,http://www.finanzen.net/aktien/Lufthansa-Aktie,DE0008232125,823212,LHA,Deutschland,LHA.DE,True
21,Merck,http://www.finanzen.net/aktien/Merck-Aktie,DE0006599905,659990,MRK,Deutschland,MRK.DE,True
22,Münchener Rückversicherungs-Gesellschaft,http://www.finanzen.net/aktien/Munich_Re-Aktie,DE0008430026,843002,MUV2,Deutschland,MUV2.DE,True
23,Covestro,http://www.finanzen.net/aktien/covestro-Aktie,DE0006062144,606214,,Deutschland,1COV.DE,True
24,RWE,http://www.finanzen.net/aktien/RWE-Aktie,DE0007037129,703712,RWE,Deutschland,RWE.DE,True
25,SAP,http://www.finanzen.net/aktien/SAP-Aktie,DE0007164600,716460,SAP,Deutschland,SAP.DE,True
26,Siemens,http://www.finanzen.net/aktien/Siemens-Aktie,DE0007236101,723610,SIE,Deutschland,SIE.DE,True
27,thyssenkrupp,http://www.finanzen.net/aktien/thyssenkrupp-Aktie,DE0007500001,750000,TKA,Deutschland,TKA.DE,True
28,Volkswagen (VW) vz.,http://www.finanzen.net/aktien/Volkswagen_vz-Aktie,DE0007664039,766403,VOW3,Deutschland,VOW3.DE,True
29,Vonovia,http://www.finanzen.net/aktien/Vonovia-Aktie,DE000A1ML7J1,A1ML7J,ANN,Deutschland,VNA.DE,True
30,Deutsche Bank,http://www.finanzen.net/aktien/Deutsche_Bank-Aktie,DE0005140008,514000,DB,Deutschland,DBK.DE,True
31,Airbus,http://www.finanzen.net/aktien/airbus-Aktie,NL0000235190,938914,AIR,Niederlande,AIR.F,True
32,AB InBev SA-NV (Anheuser-Busch InBev),http://www.finanzen.net/aktien/AB_InBev-Aktie,BE0974293251,A2ASUV,,Belgien,1NBA.F,True
33,Ahold Delhaize (Ahold),http://www.finanzen.net/aktien/Ahold_Delhaize-Aktie,NL0011794037,A2ANT0,,Niederlande,AD.AS,True
34,Air Liquide,http://www.finanzen.net/aktien/Air_Liquide-Aktie,FR0000120073,850133,AIL,Frankreich,AIL.F,True
35,ASML NV,http://www.finanzen.net/aktien/ASML-Aktie,NL0010273215,A1J4U4,,Niederlande,ASMF.F,True
36,AXA,http://www.finanzen.net/aktien/AXA-Aktie,FR0000120628,855705,AXA,Frankreich,CS.PA,True
37,BBVA,http://www.finanzen.net/aktien/BBVA-Aktie,ES0113211835,875773,BOY,Spanien,BOY.DE,True
38,BNP Paribas,http://www.finanzen.net/aktien/BNP_Paribas-Aktie,FR0000131104,887771,BNP,Frankreich,BNP.F,True
39,CRH,http://www.finanzen.net/aktien/CRH-Aktie,IE0001827041,864684,CRHCY,Irland,CRG.F,True
40,Danone,http://www.finanzen.net/aktien/Danone-Aktie,FR0000120644,851194,BSN,Frankreich,BSN.F,True
41,Enel,http://www.finanzen.net/aktien/Enel-Aktie,IT0003128367,928624,ENL,Italien,ENL.DE,True
42,Engie SA,http://www.finanzen.net/aktien/Engie-Aktie,FR0010208488,A0ER6Q,,Frankreich,GZF.F,True
43,Eni,http://www.finanzen.net/aktien/Eni-Aktie,IT0003132476,897791,ENT,Italien,ENI.F,True
44,Essilor,http://www.finanzen.net/aktien/Essilor-Aktie,FR0000121667,863195,,Frankreich,ESL.F,True
45,Iberdrola SA,http://www.finanzen.net/aktien/Iberdrola-Aktie,ES0144580Y14,A0M46B,,Spanien,IBE1.F,True
46,Inditex,http://www.finanzen.net/aktien/Inditex-Aktie,ES0148396007,A11873,IXD1,Spanien,IXD1.F,True
47,ING Group,http://www.finanzen.net/aktien/ING-Aktie,NL0011821202,A2ANV3,INN,Niederlande,INN1.F,True
48,Intesa Sanpaolo,http://www.finanzen.net/aktien/Intesa_Sanpaolo-Aktie,IT0000072618,850605,IES,Italien,IES.F,True
49,LOréal,http://www.finanzen.net/aktien/LOréal-Aktie,FR0000120321,853888,LOR,Frankreich,LOR.F,True
50,LVMH Moet Hennessy Louis Vuitton,http://www.finanzen.net/aktien/LVMH-Aktie,FR0000121014,853292,LVMHY,Frankreich,MOH.F,True
51,Nokia,http://www.finanzen.net/aktien/Nokia-Aktie,FI0009000681,870737,NOA3,Finnland,NOA3.F,True
52,Orange,http://www.finanzen.net/aktien/Orange-Aktie,FR0000133308,906849,FTE,Frankreich,FTE.F,True
53,Philips,http://www.finanzen.net/aktien/Philips-Aktie,NL0000009538,940602,PHI1,Niederlande,PHI1.F,True
54,SAFRAN,http://www.finanzen.net/aktien/SAFRAN-Aktie,FR0000073272,924781,SEJ1,Frankreich,SEJ1.F,True
55,Saint-Gobain,http://www.finanzen.net/aktien/Saint-Gobain-Aktie,FR0000125007,872087,GOB,Frankreich,GOB.F,True
56,Sanofi,http://www.finanzen.net/aktien/Sanofi-Aktie,FR0000120578,920657,SNYNF,Frankreich,SNW.F,True
57,Santander,http://www.finanzen.net/aktien/Santander-Aktie,ES0113900J37,858872,BSD2,Spanien,BSD2.F,True
58,Schneider Electric,http://www.finanzen.net/aktien/Schneider_Electric-Aktie,FR0000121972,860180,SND,Frankreich,SND.F,True
59,Société Générale (Societe Generale),http://www.finanzen.net/aktien/Société_Générale-Aktie,FR0000130809,873403,SGE,Frankreich,SGE.F,True
60,Telefónica,http://www.finanzen.net/aktien/Telefonica-Aktie,ES0178430E18,850775,TEFOF,Spanien,TNE5.DE,True
61,TOTAL,http://www.finanzen.net/aktien/TOTAL-Aktie,FR0000120271,850727,TOTB,Frankreich,TOTB.F,True
62,Unibail-Rodamco,http://www.finanzen.net/aktien/Unibail-Rodamco-Aktie,FR0000124711,863733,,Frankreich,UBL.F,True
63,Unilever,http://www.finanzen.net/aktien/Unilever-Aktie,NL0000009355,A0JMZB,UNI3,Niederlande,UNI3.F,True
64,Vinci,http://www.finanzen.net/aktien/Vinci-Aktie,FR0000125486,867475,SQU,Frankreich,SQU.F,True
65,Vivendi,http://www.finanzen.net/aktien/Vivendi-Aktie,FR0000127771,591068,VVU,Frankreich,VVU.F,True
66,Aareal Bank,http://www.finanzen.net/aktien/aareal_bank-Aktie,DE0005408116,540811,ARL,Deutschland,ARL.DE,True
67,Airbus,http://www.finanzen.net/aktien/airbus-Aktie,NL0000235190,938914,AIR,Niederlande,AIR.DE,True
68,alstria office REIT-AG,http://www.finanzen.net/aktien/alstria_office_reit-Aktie,DE000A0LD2U1,A0LD2U,AOX,Deutschland,AOX.DE,True
69,Aurubis (ex Norddeutsche Affinerie),http://www.finanzen.net/aktien/aurubis-Aktie,DE0006766504,676650,NDA,Deutschland,NDA.DE,True
70,Axel Springer,http://www.finanzen.net/aktien/axel_springer-Aktie,DE0005501357,550135,SPR,Deutschland,SPR.DE,True
71,Brenntag,http://www.finanzen.net/aktien/brenntag-Aktie,DE000A1DAHH0,A1DAHH,,Deutschland,BNR.DE,True
72,Ceconomy St.,http://www.finanzen.net/aktien/ceconomy-Aktie,DE0007257503,725750,MEO,Deutschland,CEC.DE,True
73,ProSiebenSat.1 Media,http://www.finanzen.net/aktien/ProSiebenSat1_Media-Aktie,DE000PSM7770,PSM777,PSM,Deutschland,PSM.DE,True
74,CTS Eventim,http://www.finanzen.net/aktien/eventim-Aktie,DE0005470306,547030,EVD,Deutschland,EVD.DE,True
75,Deutsche Euroshop,http://www.finanzen.net/aktien/deutsche_euroshop-Aktie,DE0007480204,748020,DEQ,Deutschland,DEQ.DE,True
76,Deutsche Wohnen,http://www.finanzen.net/aktien/deutsche_wohnen-Aktie,DE000A0HN5C6,A0HN5C,,Deutschland,DWNI.F,True
77,Dürr,http://www.finanzen.net/aktien/duerr-Aktie,DE0005565204,556520,DUE,Deutschland,DUE.DE,True
78,Evonik,http://www.finanzen.net/aktien/evonik-Aktie,DE000EVNK013,EVNK01,,Deutschland,EVK.F,True
79,Fielmann,http://www.finanzen.net/aktien/fielmann-Aktie,DE0005772206,577220,FIE,Deutschland,FIE.F,True
80,Fraport,http://www.finanzen.net/aktien/fraport-Aktie,DE0005773303,577330,FRA,Deutschland,FRA.DE,True
81,FUCHS PETROLUB,http://www.finanzen.net/aktien/fuchs_petrolub_vz-Aktie,DE0005790430,579043,FPE3,Deutschland,FPE3.DE,True
82,GEA,http://www.finanzen.net/aktien/gea-Aktie,DE0006602006,660200,G1A,Deutschland,G1A.DE,True
83,Gerresheimer,http://www.finanzen.net/aktien/gerresheimer-Aktie,DE000A0LD6E6,A0LD6E,A0LD6E,Deutschland,GXI.DE,True
84,Grand City Properties,http://www.finanzen.net/aktien/Grand_City_Properties-Aktie,LU0775917882,A1JXCV,,Luxemburg,GYC.F,True
85,Hannover Rück,http://www.finanzen.net/aktien/hannover_rueck-Aktie,DE0008402215,840221,HNR1,Deutschland,HNR1.DE,True
86,HELLA GmbH,http://www.finanzen.net/aktien/HELLA-Aktie,DE000A13SX22,A13SX2,HLE,Deutschland,HLE.DE,True
87,HOCHTIEF,http://www.finanzen.net/aktien/hochtief-Aktie,DE0006070006,607000,HOT,Deutschland,HOT.DE,True
88,HUGO BOSS,http://www.finanzen.net/aktien/hugo_boss-Aktie,DE000A1PHFF7,A1PHFF,,Deutschland,BOSS.DE,True
89,innogy,http://www.finanzen.net/aktien/innogy-Aktie,DE000A2AADD2,A2AADD,,Deutschland,IGY.DE,True
90,Jungheinrich,http://www.finanzen.net/aktien/jungheinrich-Aktie,DE0006219934,621993,JUN3,Deutschland,JUN3.DE,True
91,K+S,http://www.finanzen.net/aktien/k+s-Aktie,DE000KSAG888,KSAG88,SDF,Deutschland,SDF.DE,True
92,KION GROUP,http://www.finanzen.net/aktien/kion-Aktie,DE000KGX8881,KGX888,,Deutschland,KGX.F,True
93,KRONES,http://www.finanzen.net/aktien/krones-Aktie,DE0006335003,633500,KRN,Deutschland,KRN.DE,True
94,LANXESS,http://www.finanzen.net/aktien/lanxess-Aktie,DE0005470405,547040,LXS,Deutschland,LXS.DE,True
95,LEG Immobilien,http://www.finanzen.net/aktien/leg_immobilien-Aktie,DE000LEG1110,LEG111,,Deutschland,LEG.F,True
96,LEONI,http://www.finanzen.net/aktien/leoni-Aktie,DE0005408884,540888,LEO,Deutschland,LEO.DE,True
97,METRO (St.),http://www.finanzen.net/aktien/METRO-Aktie,DE000BFB0019,BFB001,,Deutschland,B4B.F,True
98,MTU Aero Engines,http://www.finanzen.net/aktien/mtu-Aktie,DE000A0D9PT0,A0D9PT,MTX,Deutschland,MTX.DE,True
99,NORMA Group,http://www.finanzen.net/aktien/norma-Aktie,DE000A1H8BV3,A1H8BV,,Deutschland,NOEJ.DE,True
100,OSRAM,http://www.finanzen.net/aktien/osram-Aktie,DE000LED4000,LED400,OSR,Deutschland,OSR.DE,True
101,pbb,http://www.finanzen.net/aktien/pbb-Aktie,DE0008019001,801900,PBB,Deutschland,PBB.DE,True
102,Rheinmetall,http://www.finanzen.net/aktien/rheinmetall-Aktie,DE0007030009,703000,RHM,Deutschland,RHM.DE,True
103,RTL,http://www.finanzen.net/aktien/rtl-Aktie,LU0061462528,861149,,Luxemburg,RRTL.F,True
104,Salzgitter,http://www.finanzen.net/aktien/salzgitter-Aktie,DE0006202005,620200,SZG,Deutschland,SZG.DE,True
105,Schaeffler,http://www.finanzen.net/aktien/schaeffler-Aktie,DE000SHA0159,SHA015,,Deutschland,SHA.DE,True
106,STADA,http://www.finanzen.net/aktien/stada-Aktie,DE0007251803,725180,SAZ,Deutschland,SAZ.DE,True
107,Steinhoff International,http://www.finanzen.net/aktien/steinhoff_international-Aktie,NL0011375019,A14XB9,,Niederlande,SNH.DE,True
108,Ströer,http://www.finanzen.net/aktien/stroeer-Aktie,DE0007493991,749399,,Deutschland,SAX.F,True
109,Südzucker,http://www.finanzen.net/aktien/suedzucker-Aktie,DE0007297004,729700,SZU,Deutschland,SZU.DE,True
110,Symrise,http://www.finanzen.net/aktien/symrise-Aktie,DE000SYM9999,SYM999,SY1,Deutschland,SY1.DE,True
111,TAG Immobilien,http://www.finanzen.net/aktien/tag_immobilien-Aktie,DE0008303504,830350,TEG,Deutschland,TEG.DE,True
112,Talanx,http://www.finanzen.net/aktien/talanx-Aktie,DE000TLX1005,TLX100,,Deutschland,TLX.DE,True
113,WACKER CHEMIE,http://www.finanzen.net/aktien/wacker_chemie-Aktie,DE000WCH8881,WCH888,WCH,Deutschland,WCH.DE,True
114,Zalando,http://www.finanzen.net/aktien/zalando-Aktie,DE000ZAL1111,ZAL111,,Deutschland,ZAL.DE,True
115,Adler Real Estate,http://www.finanzen.net/aktien/Adler_Real_Estate-Aktie,DE0005008007,500800,,Deutschland,ADL.F,True
116,ADO Properties,http://www.finanzen.net/aktien/ADO_Properties-Aktie,LU1250154413,A14U78,,Deutschland,ADJ.F,True
117,Aroundtown SA,http://www.finanzen.net/aktien/Aroundtown-Aktie,LU1673108939,A2DW8Z,,Luxemburg,AT1.F,True
118,Bertrandt,http://www.finanzen.net/aktien/Bertrandt-Aktie,DE0005232805,523280,BDT,Deutschland,BDT.DE,True
119,bet-at-home.com,http://www.finanzen.net/aktien/bet-at-homecom-Aktie,DE000A0DNAY5,A0DNAY,,Deutschland,ACX.F,True
120,Bilfinger,http://www.finanzen.net/aktien/bilfinger-Aktie,DE0005909006,590900,GBF,Deutschland,GBF.DE,True
121,Biotest vz.,http://www.finanzen.net/aktien/Biotest-Aktie,DE0005227235,522723,BIO3,Deutschland,BIO3.DE,True
122,BVB (Borussia Dortmund),http://www.finanzen.net/aktien/BVB-Aktie,DE0005493092,549309,BVB,Deutschland,BVB.DE,True
123,Encavis AG,http://www.finanzen.net/aktien/ENCAVIS-Aktie,DE0006095003,609500,CAP.FRA,Deutschland,CAP.DE,True
124,CEWE Stiftung,http://www.finanzen.net/aktien/CEWE_Stiftung-Aktie,DE0005403901,540390,CWC,Deutschland,CWC.DE,True
125,Delivery Hero,http://www.finanzen.net/aktien/Delivery_Hero-Aktie,DE000A2E4K43,A2E4K4,,Deutschland,DHER.DE,True
126,Deutsche Beteiligungs,http://www.finanzen.net/aktien/Deutsche_Beteiligungs-Aktie,DE000A1TNUT7,A1TNUT,,Deutschland,DBAN.DE,True
127,DEUTZ,http://www.finanzen.net/aktien/DEUTZ-Aktie,DE0006305006,630500,DEZ,Deutschland,DEZ.DE,True
128,DIC Asset,http://www.finanzen.net/aktien/DIC_Asset-Aktie,DE000A1X3XX4,A1X3XX,DAZ,Deutschland,DIC.DE,True
129,Diebold Nixdorf,http://www.finanzen.net/aktien/Diebold_Nixdorf-Aktie,DE000A0CAYB2,A0CAYB,WIN,Deutschland,WIN.DE,True
130,DMG MORI,http://www.finanzen.net/aktien/DMG_MORI-Aktie,DE0005878003,587800,GIL,Deutschland,GIL.DE,True
131,ElringKlinger,http://www.finanzen.net/aktien/ElringKlinger-Aktie,DE0007856023,785602,ZIL2,Deutschland,ZIL2.F,True
132,GERRY WEBER,http://www.finanzen.net/aktien/GERRY_WEBER-Aktie,DE0003304101,330410,GWI1,Deutschland,GWI1.DE,True
133,Grammer,http://www.finanzen.net/aktien/Grammer-Aktie,DE0005895403,589540,GMM,Deutschland,GMM.DE,True
134,GRENKE,http://www.finanzen.net/aktien/GRENKE-Aktie,DE000A161N30,A161N3,,Deutschland,GLJ.DE,True
135,HAMBORNER REIT,http://www.finanzen.net/aktien/HAMBORNER_REIT-Aktie,DE0006013006,601300,HAB,Deutschland,HAB.F,True
136,Hapag-Lloyd,http://www.finanzen.net/aktien/Hapag-Lloyd-Aktie,DE000HLAG475,HLAG47,,Deutschland,HLAG.DE,True
137,Heidelberger Druckmaschinen,http://www.finanzen.net/aktien/Heidelberger_Druckmaschinen-Aktie,DE0007314007,731400,HDD,Deutschland,HDD.DE,True
138,HHLA,http://www.finanzen.net/aktien/HHLA-Aktie,DE000A0S8488,A0S848,HHFA,Deutschland,HHFA.DE,True
139,Hornbach,http://www.finanzen.net/aktien/Hornbach-Aktie,DE0006083405,608340,,Deutschland,HBH.F,True
140,Hypoport,http://www.finanzen.net/aktien/Hypoport-Aktie,DE0005493365,549336,,Deutschland,HYQ.DE,True
141,INDUS,http://www.finanzen.net/aktien/INDUS-Aktie,DE0006200108,620010,INH,Deutschland,INH.DE,True
142,Klöckner,http://www.finanzen.net/aktien/Kloeckner_Co-Aktie,DE000KC01000,KC0100,KCO,Deutschland,KCO.DE,True
143,Koenig Bauer,http://www.finanzen.net/aktien/KoenigBauer-Aktie,DE0007193500,719350,SKB,Deutschland,SKB.DE,True
