,Name,URL,ISIN,WKN,SymbolFinanzen.net,Country,Yahoo Ticker,Yahoo online
53,innogy,http://www.finanzen.net/aktien/innogy-Aktie,DE000A2AADD2,A2AADD,,Deutschland,IGY.DE,True
54,Jungheinrich,http://www.finanzen.net/aktien/jungheinrich-Aktie,DE0006219934,621993,JUN3,Deutschland,JUN3.DE,True
55,K+S,http://www.finanzen.net/aktien/k+s-Aktie,DE000KSAG888,KSAG88,SDF,Deutschland,SDF.DE,True
56,KION GROUP,http://www.finanzen.net/aktien/kion-Aktie,DE000KGX8881,KGX888,,Deutschland,KGX.F,True
57,KRONES,http://www.finanzen.net/aktien/krones-Aktie,DE0006335003,633500,KRN,Deutschland,KRN.DE,True
58,LANXESS,http://www.finanzen.net/aktien/lanxess-Aktie,DE0005470405,547040,LXS,Deutschland,LXS.DE,True
59,LEG Immobilien,http://www.finanzen.net/aktien/leg_immobilien-Aktie,DE000LEG1110,LEG111,,Deutschland,LEG.F,True
60,LEONI,http://www.finanzen.net/aktien/leoni-Aktie,DE0005408884,540888,LEO,Deutschland,LEO.DE,True
61,METRO (St.),http://www.finanzen.net/aktien/METRO-Aktie,DE000BFB0019,BFB001,,Deutschland,B4B.F,True
62,MTU Aero Engines,http://www.finanzen.net/aktien/mtu-Aktie,DE000A0D9PT0,A0D9PT,MTX,Deutschland,MTX.DE,True
63,NORMA Group,http://www.finanzen.net/aktien/norma-Aktie,DE000A1H8BV3,A1H8BV,,Deutschland,NOEJ.DE,True
64,OSRAM,http://www.finanzen.net/aktien/osram-Aktie,DE000LED4000,LED400,OSR,Deutschland,OSR.DE,True
65,pbb,http://www.finanzen.net/aktien/pbb-Aktie,DE0008019001,801900,PBB,Deutschland,PBB.DE,True
66,Rheinmetall,http://www.finanzen.net/aktien/rheinmetall-Aktie,DE0007030009,703000,RHM,Deutschland,RHM.DE,True
67,RTL,http://www.finanzen.net/aktien/rtl-Aktie,LU0061462528,861149,,Luxemburg,RRTL.F,True
68,Salzgitter,http://www.finanzen.net/aktien/salzgitter-Aktie,DE0006202005,620200,SZG,Deutschland,SZG.DE,True
69,Schaeffler,http://www.finanzen.net/aktien/schaeffler-Aktie,DE000SHA0159,SHA015,,Deutschland,SHA.DE,True
70,STADA,http://www.finanzen.net/aktien/stada-Aktie,DE0007251803,725180,SAZ,Deutschland,SAZ.DE,True
71,Steinhoff International,http://www.finanzen.net/aktien/steinhoff_international-Aktie,NL0011375019,A14XB9,,Niederlande,SNH.DE,True
72,Ströer,http://www.finanzen.net/aktien/stroeer-Aktie,DE0007493991,749399,,Deutschland,SAX.F,True
73,Südzucker,http://www.finanzen.net/aktien/suedzucker-Aktie,DE0007297004,729700,SZU,Deutschland,SZU.DE,True
74,Symrise,http://www.finanzen.net/aktien/symrise-Aktie,DE000SYM9999,SYM999,SY1,Deutschland,SY1.DE,True
75,TAG Immobilien,http://www.finanzen.net/aktien/tag_immobilien-Aktie,DE0008303504,830350,TEG,Deutschland,TEG.DE,True
76,Talanx,http://www.finanzen.net/aktien/talanx-Aktie,DE000TLX1005,TLX100,,Deutschland,TLX.DE,True
77,Uniper,http://www.finanzen.net/aktien/uniper-Aktie,DE000UNSE018,UNSE01,,Deutschland,UN01.DE,True
78,WACKER CHEMIE,http://www.finanzen.net/aktien/wacker_chemie-Aktie,DE000WCH8881,WCH888,WCH,Deutschland,WCH.DE,True
79,Zalando,http://www.finanzen.net/aktien/zalando-Aktie,DE000ZAL1111,ZAL111,,Deutschland,ZAL.DE,True
80,Adler Real Estate,http://www.finanzen.net/aktien/Adler_Real_Estate-Aktie,DE0005008007,500800,,Deutschland,ADL.F,True
81,ADO Properties,http://www.finanzen.net/aktien/ADO_Properties-Aktie,LU1250154413,A14U78,,Deutschland,ADJ.F,True
82,Aroundtown SA,http://www.finanzen.net/aktien/Aroundtown-Aktie,LU1673108939,A2DW8Z,,Luxemburg,AT1.F,True
83,Bertrandt,http://www.finanzen.net/aktien/Bertrandt-Aktie,DE0005232805,523280,BDT,Deutschland,BDT.DE,True
84,bet-at-home.com,http://www.finanzen.net/aktien/bet-at-homecom-Aktie,DE000A0DNAY5,A0DNAY,,Deutschland,ACX.F,True
85,Bilfinger,http://www.finanzen.net/aktien/bilfinger-Aktie,DE0005909006,590900,GBF,Deutschland,GBF.DE,True
86,Biotest vz.,http://www.finanzen.net/aktien/Biotest-Aktie,DE0005227235,522723,BIO3,Deutschland,BIO3.DE,True
